pisco,CCCma-CanESM2_lsraw,CSIRO-QCCCE-Mk3_lsraw,ICHEC-EC-EARTH_lsraw,IPSL-CM5A-MR_lsraw,MIROC-MIROC5_lsraw,MOHC-HadGEM2-ES_lsraw,NCC-NorESM1-M_lsraw,NOAA-GFDL-ESM2M_lsraw,CCCma-CanESM2-SAM20_lsraw,MIROC-MIROC5-SAM20_lsraw,CCCma-CanESM2_ls,CSIRO-QCCCE-Mk3_ls,ICHEC-EC-EARTH_ls,IPSL-CM5A-MR_ls,MIROC-MIROC5_ls,MOHC-HadGEM2-ES_ls,NCC-NorESM1-M_ls,NOAA-GFDL-ESM2M_ls,CCCma-CanESM2-SAM20_ls,MIROC-MIROC5-SAM20_ls,CCCma-CanESM2_ptraw,CSIRO-QCCCE-Mk3_ptraw,ICHEC-EC-EARTH_ptraw,IPSL-CM5A-MR_ptraw,MIROC-MIROC5_ptraw,MOHC-HadGEM2-ES_ptraw,NCC-NorESM1-M_ptraw,NOAA-GFDL-ESM2M_ptraw,CCCma-CanESM2-SAM20_ptraw,MIROC-MIROC5-SAM20_ptraw,CCCma-CanESM2_pt,CSIRO-QCCCE-Mk3_pt,ICHEC-EC-EARTH_pt,IPSL-CM5A-MR_pt,MIROC-MIROC5_pt,MOHC-HadGEM2-ES_pt,NCC-NorESM1-M_pt,NOAA-GFDL-ESM2M_pt,CCCma-CanESM2-SAM20_pt,MIROC-MIROC5-SAM20_pt,CSIRO-QCCCE-Mk3_dmraw,ICHEC-EC-EARTH_dmraw,IPSL-CM5A-MR_dmraw,MIROC-MIROC5_dmraw,MOHC-HadGEM2-ES_dmraw,NCC-NorESM1-M_dmraw,NOAA-GFDL-ESM2M_dmraw,CSIRO-QCCCE-Mk3_dm,ICHEC-EC-EARTH_dm,IPSL-CM5A-MR_dm,MIROC-MIROC5_dm,MOHC-HadGEM2-ES_dm,NCC-NorESM1-M_dm,NOAA-GFDL-ESM2M_dm
40.76,159.66,94.81,65.61,80.52,73.86,23.47,18.69,105.67,40.06,35.28,25.25,31.12,56.4,41.12,54,25.17,31.72,84.09,36.86,58.78,159.66,94.81,65.61,80.52,73.86,23.47,18.69,105.67,40.06,35.28,18.22,18.95,60.83,39.66,64.4,24.3,29.16,110.42,38.81,59.22,94.81,65.61,80.52,73.86,23.47,18.69,105.67,23.26,61.67,34.31,68.76,17.45,26.44,109.06
38.21,165.7,81.66,41.77,72.46,13.35,8.17,93.33,69.17,74.37,151.31,27.12,35.31,39.73,46.51,12.47,11.57,77.06,64.93,44.73,191.84,165.7,81.66,41.77,72.46,13.35,8.17,93.33,69.17,74.37,151.31,24.15,35.63,40.54,48.88,14.27,11.04,64.98,64.89,48.07,145.04,81.66,41.77,72.46,13.35,8.17,93.33,69.17,36.61,39.43,51.57,9.56,5.54,76.8,72.29
30.69,175.54,76.8,33.68,33.32,51.93,22.5,43.27,45.75,173.03,83.35,37.88,29.85,24.31,22.68,41.04,32.21,24.3,32.25,64.67,93.89,175.54,76.8,33.68,33.32,51.93,22.5,43.27,45.75,173.03,83.35,38.36,29.43,25.89,21.82,41.18,32.56,26.32,31.91,68.8,82.15,76.8,33.68,33.32,51.93,22.5,43.27,45.75,29.11,21.29,15.2,41.36,19.91,22.77,31.6
95.22,120.22,82.83,112.08,52.96,43.11,41.39,77.07,134.94,181.57,148.49,76.85,59.46,112.71,90.05,59.56,96.42,101.18,123.42,119.41,321.5,120.22,82.83,112.08,52.96,43.11,41.39,77.07,134.94,181.57,148.49,78.33,63.38,120.02,99.49,79.37,103.46,101.6,118.39,122.11,221.63,82.83,112.08,52.96,43.11,41.39,77.07,134.94,56.02,114.23,86.65,65.58,78.96,99.97,119.14
212.7,255.83,183.46,126.24,81.38,104.71,74.85,147.76,136.96,281.81,208.93,257.87,246.03,233.1,200.98,259.51,398.41,271.41,245.52,317.08,410.54,255.83,183.46,126.24,81.38,104.71,74.85,147.76,136.96,281.81,208.93,257.84,233.78,235.81,204.72,255.95,353.81,275.76,243.26,357.06,353.7,183.46,126.24,81.38,104.71,74.85,147.76,136.96,238.01,230.38,197.21,254.31,329.48,269.13,242.9
126.13,159.03,361.55,92.48,127.38,81.75,56.25,72.97,72.36,286.93,237.93,109.38,324.35,136.13,193.98,158.73,145.89,114.97,106.3,197.21,215.32,159.03,361.55,92.48,127.38,81.75,56.25,72.97,72.36,286.93,237.93,112.55,268.88,139.61,183.95,164.06,151.59,125.53,111.6,225.57,214.32,361.55,92.48,127.38,81.75,56.25,72.97,72.36,286.85,135.55,189.66,159.26,121.03,118.5,106.59
283.51,173.18,253.39,49.16,81.09,74.46,31.97,77.66,88.39,236.49,256.15,244.36,823.86,139.58,286.53,261.31,128.29,282.09,234.21,278.36,379.77,173.18,253.39,49.16,81.09,74.46,31.97,77.66,88.39,236.49,256.15,236.84,704.85,140.02,290.78,268.81,153.52,273.88,229.62,339.51,398.35,253.39,49.16,81.09,74.46,31.97,77.66,88.39,783.41,123.04,295.51,262,105.4,284.59,228.27
35.38,89.63,45.78,73.73,44.49,24.05,85.89,31.75,51.93,157.07,187.46,43.27,49.46,67.47,54.38,34.65,50.35,58.12,49.84,70.59,109.32,89.63,45.78,73.73,44.49,24.05,85.89,31.75,51.93,157.07,187.46,39.68,48.55,70.69,53.92,33.54,50.54,58.06,49.67,81.06,114.1,45.78,73.73,44.49,24.05,85.89,31.75,51.93,47.6,73.18,54.81,31.76,49.8,59.46,48.97
49.38,187.33,68.21,5.34,62.46,3.98,98.98,21.43,5.03,72.73,92.26,29.94,21.67,3.92,36.74,4.19,19.12,27.93,6.35,30.19,92.82,187.33,68.21,5.34,62.46,3.98,98.98,21.43,5.03,72.73,92.26,30.37,16.62,1.67,39.51,1.57,17.07,27.09,5.9,31.42,132.91,68.21,5.34,62.46,3.98,98.98,21.43,5.03,21.45,1.82,43.48,2.72,20.14,28.65,3.39
22.84,61.17,24.69,14.93,14.91,8.06,126.74,12.42,5.45,4.72,3.15,13.36,13.79,16.08,12.45,11.01,26.31,19.06,8.21,6.15,17.2,61.17,24.69,14.93,14.91,8.06,126.74,12.42,5.45,4.72,3.15,6.28,3.38,8.55,5.18,4.51,19.1,14.62,5.89,4.69,15.79,24.69,14.93,14.91,8.06,126.74,12.42,5.45,8.84,11.92,7.75,7.7,26.77,16.37,5.24
4.31,271.93,65.11,14.62,41.82,14.07,37.87,21.05,19.57,29.29,0.9,13.23,10.01,4.98,11.84,5.06,2.99,7.02,9.97,12.18,0.96,271.93,65.11,14.62,41.82,14.07,37.87,21.05,19.57,29.29,0.9,22.26,23.56,2.64,25,2.14,0.17,21.34,4.29,14.07,0.67,65.11,14.62,41.82,14.07,37.87,21.05,19.57,16.08,4.33,16.53,3.71,1.09,10.93,9.15
0.92,225.37,111.9,21.29,43.37,31.3,66.38,26.84,23.45,13.13,1.22,15.4,14.01,7.84,11.06,9.34,10.88,10.83,9.15,7.83,1.5,225.37,111.9,21.29,43.37,31.3,66.38,26.84,23.45,13.13,1.22,15.5,12.63,6.03,9.45,18.45,9.85,9.75,6.03,6.46,1.59,111.9,21.29,43.37,31.3,66.38,26.84,23.45,14.26,5.99,10.71,10.91,11.18,10.74,6.5
28.85,215.66,116.25,49.34,53.85,42.71,26.43,27.51,36.79,43.19,79.64,34.1,38.2,42.39,27.51,31.21,28.34,46.69,29.32,39.69,132.69,215.66,116.25,49.34,53.85,42.71,26.43,27.51,36.79,43.19,79.64,32.47,31.46,49.43,19.39,27.47,27.22,47.22,19.29,37.76,129.1,116.25,49.34,53.85,42.71,26.43,27.51,36.79,34.58,45.71,16.76,27.3,19.14,53.12,21.97
19.08,268.73,104.09,50.89,68.96,73.34,37.65,67.95,33.8,26.53,109.52,44.04,44.98,48.45,44.29,68.6,53.3,56.09,31.71,15.95,138.88,268.73,104.09,50.89,68.96,73.34,37.65,67.95,33.8,26.53,109.52,43.09,45.82,47.24,41.48,61.72,53.48,48.88,31.77,13.3,109.66,104.09,50.89,68.96,73.34,37.65,67.95,33.8,49.51,50.9,42.89,78.36,44.3,55.93,27.84
53.74,183.49,128.4,114.07,62.51,85.16,29.81,87.25,52.36,76.55,4.43,39.6,49.9,82.26,42.58,67.32,42.66,49.06,36.92,28.6,4.98,183.49,128.4,114.07,62.51,85.16,29.81,87.25,52.36,76.55,4.43,38.44,51.04,78.48,42.16,63.47,42.57,48.76,37.43,21.7,11.33,128.4,114.07,62.51,85.16,29.81,87.25,52.36,53.26,90.82,40.53,74.14,33.78,48.39,35.6
80.32,148.98,80.56,98.36,61.24,78.04,52.23,120.34,69.7,202.73,102.62,95.23,57.85,98.91,104.11,107.83,121.67,157.97,63.71,133.35,222.17,148.98,80.56,98.36,61.24,78.04,52.23,120.34,69.7,202.73,102.62,95.94,64.96,98.74,109.01,110.26,125.09,138.89,71.08,129.83,169.73,80.56,98.36,61.24,78.04,52.23,120.34,69.7,56.24,98.3,98.54,106.93,100.65,148.97,63.96
241.62,163.45,134.41,180.77,119.07,118.71,52.92,106.54,47.92,216.64,180.34,164.76,180.23,333.81,294.02,294.2,281.69,195.67,85.88,243.73,354.37,163.45,134.41,180.77,119.07,118.71,52.92,106.54,47.92,216.64,180.34,164.84,188.63,310.39,292.37,284.04,285.64,195.98,92.58,236.98,330.86,134.41,180.77,119.07,118.71,52.92,106.54,47.92,180.03,317.37,290.01,286.1,226.87,192.38,89.4
168.87,195.47,108.94,96.69,99.86,99.83,47.14,119.51,73.31,190.94,234.45,136.18,97.73,142.26,152.09,193.82,122.23,188.32,107.71,131.21,212.2,195.47,108.94,96.69,99.86,99.83,47.14,119.51,73.31,190.94,234.45,137.2,115.38,149.85,155.54,181.5,135.88,184.93,107.22,112.78,210.46,108.94,96.69,99.86,99.83,47.14,119.51,73.31,103.14,143.98,152.08,186.25,105.96,184.97,106.08
241.03,150.04,40.2,97.69,98.52,68.17,72.88,92.83,52.85,105.44,187.42,211.71,130.72,277.4,348.12,239.24,292.46,337.2,140.01,124.09,277.85,150.04,40.2,97.69,98.52,68.17,72.88,92.83,52.85,105.44,187.42,207.63,145.35,277.21,369.26,245.17,278.2,325.9,132.71,49.57,276.53,40.2,97.69,98.52,68.17,72.88,92.83,52.85,108.6,287.54,381.6,238.97,248.82,341.56,126.48
44.61,62.51,35.82,46.99,32.56,32.93,107.64,40.98,16.47,26.4,63.41,30.18,38.69,43.02,39.77,47.46,63.1,75,15.82,11.85,36.97,62.51,35.82,46.99,32.56,32.93,107.64,40.98,16.47,26.4,63.41,26.62,34.86,41.11,33.49,46.92,63.41,76.07,15.19,5.96,30.21,35.82,46.99,32.56,32.93,107.64,40.98,16.47,32.14,41.04,33.63,46.57,63.95,79.3,13.77
7.24,179.11,45.51,17.87,14.84,21.56,190.28,6.42,6.09,17.79,25.52,28.62,14.46,13.11,8.72,22.73,36.74,8.36,7.69,7.38,25.66,179.11,45.51,17.87,14.84,21.56,190.28,6.42,6.09,17.79,25.52,52.05,14.31,9.58,2.97,23.89,47.16,5.97,6.54,3.44,26.15,45.51,17.87,14.84,21.56,190.28,6.42,6.09,14.41,10.59,5.38,23.54,48.04,6.85,2.73
10.73,125.63,14.14,33.93,8.47,14.84,198.94,18.07,12.03,18.32,13.43,27.39,7.87,36.52,7.07,20.23,41.37,27.73,18.1,23.91,73.37,125.63,14.14,33.93,8.47,14.84,198.94,18.07,12.03,18.32,13.43,29.83,9.46,43.82,4.27,49.19,45.17,20.48,13.95,27.59,76.74,14.14,33.93,8.47,14.84,198.94,18.07,12.03,9.04,44.3,5.46,25.58,57.72,23.02,13.13
1.11,184.56,51.42,10.2,40.11,12.05,36.69,20.17,5.05,12,2.91,8.97,7.91,3.47,11.37,4.35,2.9,6.72,2.57,4.99,3.1,184.56,51.42,10.2,40.11,12.05,36.69,20.17,5.05,12,2.91,27.25,6.12,1.15,20.33,2.6,0.4,6.7,0.58,4.93,2.48,51.42,10.2,40.11,12.05,36.69,20.17,5.05,7.93,2.22,15.78,3.77,1.54,8.59,1.62
19.49,72.3,81.77,83.59,78.64,15.64,16.78,37.97,21.72,4.24,0,4.95,10.27,30.76,20.04,4.68,2.77,15.31,8.46,2.53,0,72.3,81.77,83.59,78.64,15.64,16.78,37.97,21.72,4.24,0,3.32,6.87,36.2,22.46,3.11,1.35,17.21,5.49,1.1,0,81.77,83.59,78.64,15.64,16.78,37.97,21.72,7.03,35.35,20.94,3.83,1.05,19.03,5.93
29.8,259.93,73.79,59.82,84.5,89.27,16.29,32.44,43.71,32.22,10.54,41.14,24.23,51.39,43.16,65.28,17.49,55.05,34.8,29.64,17.56,259.93,73.79,59.82,84.5,89.27,16.29,32.44,43.71,32.22,10.54,32.85,15.59,51.33,37.93,66.47,16.63,55.11,39.75,28.06,17.84,73.79,59.82,84.5,89.27,16.29,32.44,43.71,17.51,54.27,35.41,71.69,11.08,61.23,39.39
49.12,284.03,54.35,31.74,82.48,28.6,17.83,39.68,52.44,59.13,0.77,46.53,23.47,30.19,52.98,26.78,25.23,32.78,49.24,35.55,0.98,284.03,54.35,31.74,82.48,28.6,17.83,39.68,52.44,59.13,0.77,53.9,23.05,32.04,59.52,28.62,24.45,36.02,49.19,35.1,3.74,54.35,31.74,82.48,28.6,17.83,39.68,52.44,20.15,28.08,64.96,24.2,15.64,32.13,55.62
51.76,158.61,85.33,71.91,47.84,30.92,30.01,58.67,23.23,50.91,8.17,34.22,33.14,51.87,32.56,24.45,42.95,32.97,16.41,19.02,9.2,158.61,85.33,71.91,47.84,30.92,30.01,58.67,23.23,50.91,8.17,31.3,32.69,50.87,31.73,26.3,43.17,34.23,19.97,13.82,18.36,85.33,71.91,47.84,30.92,30.01,58.67,23.23,31.95,54.39,25.73,21.74,30.93,31.69,12.95
104.13,116.6,104.18,46.31,32.15,57.66,51.61,51.87,60.29,103.76,44.7,74.54,74.81,46.57,54.67,79.66,120.21,68.06,55.15,68.24,96.78,116.6,104.18,46.31,32.15,57.66,51.61,51.87,60.29,103.76,44.7,76,79.68,57.42,67.9,86.21,129.37,83,68.17,60.93,100.34,104.18,46.31,32.15,57.66,51.61,51.87,60.29,71.94,49.8,50.63,80.96,105.58,73.39,57.38
247.23,197.04,167.65,109.27,95.51,130.71,29.18,144.72,106.93,123.6,154.76,198.62,224.83,201.79,235.83,323.96,155.3,265.8,191.69,139.07,304.08,197.04,167.65,109.27,95.51,130.71,29.18,144.72,106.93,123.6,154.76,198.6,235.43,203.08,236.94,311.22,188.82,261.73,199.4,105.5,299,167.65,109.27,95.51,130.71,29.18,144.72,106.93,226.58,200.92,232.47,314.57,115.84,259.62,195.09
184.35,176.57,179.72,98.67,60.95,77.04,58.92,61.6,63.26,148.62,154.43,121.42,161.22,145.21,92.81,149.59,152.8,97.05,92.93,102.13,139.74,176.57,179.72,98.67,60.95,77.04,58.92,61.6,63.26,148.62,154.43,123.58,153.9,150.98,106.7,140.97,133.36,111.29,101.72,89.3,140.18,179.72,98.67,60.95,77.04,58.92,61.6,63.26,152.43,146.12,95.18,145.06,114.59,102.49,94.51
198.47,130.34,61.45,91.81,64.8,69.73,41.96,86.67,90.26,98.16,237.93,183.94,199.79,260.72,228.96,244.73,168.39,314.8,239.14,115.54,352.75,130.34,61.45,91.81,64.8,69.73,41.96,86.67,90.26,98.16,237.93,167.66,213.66,260.95,222.93,246.6,182.31,314.81,239.54,42.53,379.88,61.45,91.81,64.8,69.73,41.96,86.67,90.26,191.58,255.35,222.74,243.9,143.51,315.18,241.26
53.34,71.85,97.6,54.86,39.7,61.28,83.82,22.46,47.93,80.89,133.2,34.7,105.45,50.22,48.55,88.29,49.14,41.12,46.04,36.35,77.71,71.85,97.6,54.86,39.7,61.28,83.82,22.46,47.93,80.89,133.2,30.55,118.6,54.88,44.94,89.42,48.83,39.37,45.7,25.68,89.96,97.6,54.86,39.7,61.28,83.82,22.46,47.93,122.21,55.62,46.71,92.83,46.66,37.5,45.04
6.82,96.5,54.08,22.05,32.84,12.6,50.39,2.74,17.39,22.43,14.12,15.42,17.17,16.14,19.31,13.31,9.73,3.56,21.97,9.31,14.2,96.5,54.08,22.05,32.84,12.6,50.39,2.74,17.39,22.43,14.12,12.04,20.07,14.05,19.12,11.76,4.53,2.09,20.83,5.94,8.95,54.08,22.05,32.84,12.6,50.39,2.74,17.39,18.63,15.16,19.15,13.24,6.74,2.38,12.22
5.55,49.86,43.08,3.2,20.83,23.98,131.58,3.74,11.67,10.11,13.15,10.89,24.04,3.44,17.4,32.72,27.34,5.71,17.55,13.21,71.84,49.86,43.08,3.2,20.83,23.98,131.58,3.74,11.67,10.11,13.15,7.11,29.48,1.99,7.61,44.34,51.08,1.72,14.43,12.77,77.62,43.08,3.2,20.83,23.98,131.58,3.74,11.67,29.07,2.95,11.68,35.7,43.95,2.01,14.48
0.69,24.65,42.04,14.8,16.89,19.6,59.79,11.95,5.42,1.15,30.85,1.18,6.44,5.06,4.79,7.04,4.73,3.96,2.75,0.47,32.88,24.65,42.04,14.8,16.89,19.6,59.79,11.95,5.42,1.15,30.85,0.37,2.56,5.22,2.61,6.37,0.4,1,0.37,0.12,36.08,42.04,14.8,16.89,19.6,59.79,11.95,5.42,5.05,5.37,4.42,7.1,2.16,2.31,1.66
23.93,106.54,113.13,27.83,22.33,78.61,33.12,30.58,12.01,11.06,19.93,7.28,14.19,10.23,5.67,23.46,5.43,12.31,4.68,6.61,24.44,106.54,113.13,27.83,22.33,78.61,33.12,30.58,12.01,11.06,19.93,4.48,25.62,8.92,3.35,23.04,3.87,21.88,2.67,6.41,24.09,113.13,27.83,22.33,78.61,33.12,30.58,12.01,23.56,9.15,4.98,24.09,4.14,15.49,2.76
47.28,76.73,144.3,41.16,54.49,46.95,10.55,12.07,47.3,39.23,5.58,12.17,47.42,35.34,27.83,34.32,11.31,20.5,37.65,36.06,9.29,76.73,144.3,41.16,54.49,46.95,10.55,12.07,47.3,39.23,5.58,5.36,48.7,32.78,19.43,32.97,10.37,17.2,38.01,31.43,10.42,144.3,41.16,54.49,46.95,10.55,12.07,47.3,52.56,33.47,17.04,34.23,3.44,11.3,41.96
26.17,266.4,135.4,34.18,60.88,58.25,20.77,90.17,22.81,115.61,61.16,43.65,58.49,32.56,39.1,54.49,29.42,74.46,21.37,69.53,77.56,266.4,135.4,34.18,60.88,58.25,20.77,90.17,22.81,115.61,61.16,45.88,58.7,34.28,38.1,54.43,28.77,59.88,21.47,73.05,70.07,135.4,34.18,60.88,58.25,20.77,90.17,22.81,61.39,30.58,39.9,56.18,20.27,73.39,17.15
47.97,224.09,167.68,62.01,54.66,77.66,28.68,100.51,48.59,176.41,17.33,48.4,65.17,44.72,37.2,61.39,41.03,56.54,34.26,65.94,19.52,224.09,167.68,62.01,54.66,77.66,28.68,100.51,48.59,176.41,17.33,54.9,66.54,45.78,36.62,60.36,41.31,55.68,36.5,76.06,32.68,167.68,62.01,54.66,77.66,28.68,100.51,48.59,71.1,43.49,33.13,64.18,28.37,55.99,31.81
85.4,136.32,139.71,92.44,33.91,43.19,41,62.73,129.13,182.05,31.01,87.15,100.29,92.96,57.67,59.67,95.5,82.35,118.09,119.76,67.12,136.32,139.71,92.44,33.91,43.19,41,62.73,129.13,182.05,31.01,88.6,105.02,98.94,71.81,78.02,98.12,83.99,121.45,122.51,118.61,139.71,92.44,33.91,43.19,41,62.73,129.13,99.93,94.47,54.25,64.98,68.17,82.08,116.03
179.76,233.35,43.38,133.61,128.15,80.07,23.48,87.88,180.11,233.01,29.61,235.23,58.16,246.7,316.45,198.46,124.96,161.4,322.88,262.19,58.17,233.35,43.38,133.61,128.15,80.07,23.48,87.88,180.11,233.01,29.61,235.23,79.79,239.27,306.19,198.55,162.24,178.84,312.19,273.81,79.45,43.38,133.61,128.15,80.07,23.48,87.88,180.11,57.71,239.72,310.31,197.26,89.07,169.58,316.75
162.18,209.92,120.41,108.25,115.63,49.33,52.42,95.28,135.99,171.32,129.67,144.33,108.02,159.31,176.08,95.79,135.94,150.13,199.77,117.73,117.35,209.92,120.41,108.25,115.63,49.33,52.42,95.28,135.99,171.32,129.67,144.51,122.03,161.63,174.13,107.19,123.22,145.12,192.09,106.09,118.43,120.41,108.25,115.63,49.33,52.42,95.28,135.99,114.04,158.47,174.48,99.33,99.04,146.12,194.95
166.2,199.37,59.11,112.67,137.92,102.71,60.2,74.44,163.27,228.66,74.16,281.33,192.18,319.95,487.33,360.48,241.63,270.37,432.58,269.17,109.93,199.37,59.11,112.67,137.92,102.71,60.2,74.44,163.27,228.66,74.16,281.54,207.65,319.68,536.89,334.19,236.7,271.49,452.3,239.47,81.6,59.11,112.67,137.92,102.71,60.2,74.44,163.27,180.72,332.38,559.31,353.64,211.14,269.7,467.64
43.06,198.24,59.3,59.8,29.34,42.93,120.54,30.31,50.6,139.25,27.14,95.71,64.07,54.71,35.89,61.86,70.67,55.48,48.57,62.59,15.83,198.24,59.3,59.8,29.34,42.93,120.54,30.31,50.6,139.25,27.14,109.3,66.33,56.87,29.95,61.78,70.89,54.71,48.41,61.13,10.2,59.3,59.8,29.34,42.93,120.54,30.31,50.6,65.31,58.45,30.03,62.61,72.27,55.08,47.66
2.89,108.67,41.03,12.79,13.29,27.86,107.55,10.87,13.48,48.24,37.71,17.37,13.01,9.37,7.8,29.43,20.76,14.16,17.03,20.03,37.93,108.67,41.03,12.79,13.29,27.86,107.55,10.87,13.48,48.24,37.71,17.21,5.9,4.79,1.81,47.39,14.4,12.32,14.98,21.13,44.65,41.03,12.79,13.29,27.86,107.55,10.87,13.48,9.81,5.32,3.62,34.73,19.86,13.19,6.99
20.82,157.81,35.28,11.76,9.79,26.79,56.07,11.18,0.76,4.47,1.63,34.4,19.71,12.65,8.18,36.54,11.67,17.15,1.15,5.85,8.9,157.81,35.28,11.76,9.79,26.79,56.07,11.18,0.76,4.47,1.63,31.53,5.19,7.15,2.6,29.18,6.47,13.83,0.54,3.5,7.92,35.28,11.76,9.79,26.79,56.07,11.18,0.76,14.14,9.53,4.28,37.08,9.2,15.14,0.21
0.24,81.77,38.74,44.07,22.25,39.85,34.46,26.95,18.1,3.94,0.75,3.97,5.95,15.01,6.3,14.36,2.73,8.97,9.18,1.64,0.8,81.77,38.74,44.07,22.25,39.85,34.46,26.95,18.1,3.94,0.75,1,3.68,41.4,4.16,14.83,0.61,6.4,5.19,1.2,0.58,38.74,44.07,22.25,39.85,34.46,26.95,18.1,5.81,24.13,5.87,16.54,1.77,9.88,9.45
3.14,150.53,102.28,27.89,47.29,63.83,38.68,24.09,5.9,9.26,26.88,10.31,12.85,10.25,12.03,19.04,6.34,9.7,2.31,5.52,32.98,150.53,102.28,27.89,47.29,63.83,38.68,24.09,5.9,9.26,26.88,7.61,15.22,8.38,9.14,15.73,4.81,8.16,1.04,3.68,32.56,102.28,27.89,47.29,63.83,38.68,24.09,5.9,17.59,8.6,11.17,18.46,5.1,9.9,0.97
16.74,218.47,147.46,35.19,123.18,23.16,8.86,21.48,56.64,10.94,1.12,34.55,48.42,30.26,62.9,16.93,9.5,36.45,45.06,10.05,1.86,218.47,147.46,35.19,123.18,23.16,8.86,21.48,56.64,10.94,1.12,26.84,46.88,23.86,81.63,13.25,8.74,36.2,44.14,4.85,2.28,147.46,35.19,123.18,23.16,8.86,21.48,56.64,51.55,25.28,75.97,11.84,3.93,38,46.37
51.02,244.99,106.86,63.62,79.69,61.34,13.85,45.68,47.43,94.19,12.35,40.12,46.2,60.58,51.18,57.4,19.62,37.71,44.5,56.64,15.68,244.99,106.86,63.62,79.69,61.34,13.85,45.68,47.43,94.19,12.35,40.08,45.98,58.03,62.23,53.6,18.7,42.87,44.54,60.96,23.01,106.86,63.62,79.69,61.34,13.85,45.68,47.43,45.89,65.18,68.97,63.77,9.74,37.38,45.43
62.65,327.25,94.02,75.8,61.8,55.12,23.27,99.49,50.11,107.98,70.54,70.64,36.52,54.7,42.05,43.59,33.32,55.95,35.3,40.38,79.49,327.25,94.02,75.8,61.8,55.12,23.27,99.49,50.11,107.98,70.54,82.21,35.44,53.45,41.75,44.11,33.4,54.73,37.55,42.98,66.3,94.02,75.8,61.8,55.12,23.27,99.49,50.11,34.28,57.34,40.58,43.62,24.22,55.53,32.71
125.04,217.69,123.25,113.49,27.19,163.15,33.47,41.42,182.32,117.05,91.1,139.18,88.51,114.14,46.24,225.42,77.96,54.4,166.73,76.99,197.26,217.69,123.25,113.49,27.19,163.15,33.47,41.42,182.32,117.05,91.1,138.72,93.9,111.26,62.44,184.78,83.7,63.56,156.29,66.55,203.12,123.25,113.49,27.19,163.15,33.47,41.42,182.32,87.24,112.75,42.2,210.68,60,56.36,159.74
221.94,207.26,164.56,109.4,71.99,67.39,36.15,185,158.31,165.97,118.36,208.91,220.69,202.02,177.77,167.03,192.41,339.8,283.78,186.71,232.57,207.26,164.56,109.4,71.99,67.39,36.15,185,158.31,165.97,118.36,208.98,223.72,210.8,179.06,175.15,225.33,326.69,283.49,172.28,232.45,164.56,109.4,71.99,67.39,36.15,185,158.31,220.39,203.91,174.35,169.44,148.55,325.68,282.13
146.13,325.82,97.91,102.4,105.27,104.29,49.91,70.5,143.09,198.98,236.62,224.02,87.82,150.68,160.3,202.48,129.44,111.07,210.16,136.77,214.17,325.82,97.91,102.4,105.27,104.29,49.91,70.5,143.09,198.98,236.62,217.87,109.13,155.1,150.77,192.48,137.51,116.64,203.49,130.31,212.25,97.91,102.4,105.27,104.29,49.91,70.5,143.09,98.35,151.04,157.38,195.97,107.94,112.98,205.48
302.2,177.35,51.59,65.3,75.33,40.85,83.93,76.55,213.91,240.62,90.32,250.27,167.71,185.43,266.17,143.4,336.85,278.05,566.8,283.22,133.93,177.35,51.59,65.3,75.33,40.85,83.93,76.55,213.91,240.62,90.32,247.77,185.45,185.76,262.98,154.98,309.29,277.7,605.95,263.86,128.24,51.59,65.3,75.33,40.85,83.93,76.55,213.91,160.36,174.33,265.48,144.61,292.38,277.88,639.08
68.2,141.73,59.82,52.25,43.99,24.27,179.08,12.06,24.11,131.11,82.04,68.45,64.65,47.79,53.77,34.98,104.96,22.09,23.13,58.9,47.81,141.73,59.82,52.25,43.99,24.27,179.08,12.06,24.11,131.11,82.04,73.06,69.96,45.96,50.02,33.81,105.81,21.22,22.56,55.4,40.86,59.82,52.25,43.99,24.27,179.08,12.06,24.11,70.34,47.26,52.05,32.12,109.96,19.97,21.46
7.55,40.11,64.67,10.1,8.08,6.68,125.14,9.4,18.7,56.92,11.93,6.39,20.54,7.39,4.72,7.03,24.17,12.26,23.61,23.64,12,40.11,64.67,10.1,8.08,6.68,125.14,9.4,18.7,56.92,11.93,2.97,14.03,3.34,1,2.44,24.46,10.08,24.54,23.47,9.92,64.67,10.1,8.08,6.68,125.14,9.4,18.7,19.03,3.67,1.62,4.97,28.17,11.44,17.18
24.12,168.74,23,20.98,24.17,6.02,109.73,10.91,14.95,4.3,2.01,36.79,12.82,22.57,20.14,8.21,22.8,16.72,22.48,5.63,10.97,168.74,23,20.98,24.17,6.02,109.73,10.91,14.95,4.3,2.01,38.71,7.38,19.32,11.01,1.45,20.78,9.46,20.68,3.4,9.28,23,20.98,24.17,6.02,109.73,10.91,14.95,10.82,24.07,15.14,3.32,24.67,11.49,21.83
9.5,131.97,29.08,29.12,15.43,63.49,44.32,11.88,18.89,21.3,0.96,6.42,4.48,9.93,4.37,22.86,3.5,3.92,9.58,8.85,1.02,131.97,29.08,29.12,15.43,63.49,44.32,11.88,18.89,21.3,0.96,3.87,0.99,8.2,1.68,41.2,0.33,0.96,23.47,8.01,0.71,29.08,29.12,15.43,63.49,44.32,11.88,18.89,2.69,10.94,3.44,29.7,1.53,2.64,12.45
